@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
bien, 'commentaire avoir application aide gérer temps pouvoir être améliorer '
neutre, 'pouvoir faire commentaire gros problème rubrique prochain train application comporter limiter nombre réponse filtrer destination résultat départ gros gare avoir droit laconique train destination lieu réponse attendre '
mauvais, 'recommandable instant avoir utilité connexion devenir impossible doute reste infrastructure rouler effectif formation personnel dimensionnement être classer rang oubliette garder application folklore '
bien, 'application efficace bon moyen gagner temps matin arriver serein bagne être temps '
mauvais, 'fonctionner ligne pratique passer dune ligne avoir ligne afficher horaire gare '
mauvais, 'application être image lent rame mort horaire synchroniser fantaisiste fort être être foutre trouver bled trouver avoir gare regarder horaire être paix application application faire grève voir être bon '
mauvais, 'commentaire intérêt trouver train fiable grand succès '
neutre, 'être meilleur application être faire application trouver trajet cour|cours temps marche pied correspondre réalité marcher trajet faire minute être afficher minute marche permettre avoir métro indiquer améliorer algorithme revenir application '
mauvais, 'servir train être annoncer minute passage supprimer commentaire organiser train être annoncer avoir heure minute supprimer organiser résultat attente quai lieu attendre maison utilité application être fonctionner '
mauvais, 'merci banlieue prendre compter horaire hiver temps indique bus rouler itinéraire fantaisiste problème itinéraire merci perte temps '
mauvais, 'prochain train horaire train être disponible être taire '
mauvais, 'pratique commentaire fonctionner être horaire tenir compte choix '
bien, 'train avoir application être tranquille aller haut '
neutre, 'bon application commentaire bon application manquer station seine exemple train afficher rubrique prochain train mettre jour '
mauvais, 'avoir jour être faux tromper '
mauvais, 'horaire imprécis annoncer train être partir nez '
bien, 'pratique interface avoir besoin lifting correspondant code '
mauvais, 'recherche confirmation horaire donner dire avoir heure servir rien changement inutile être image train pourri '
neutre, 'graphisme revoir commentaire bon repasser graphisme '
bien, 'note commentaire super pratique utiliser jour '
mauvais, 'horaire fantaisiste commentaire être horaire prévu aller avoir incident être nombreux ligne horaire être mettre jour application servir rien '
mauvais, 'ergonomie avoir revoir prochain train '
bien, 'super manquer bus être impeccable '
bien, 'commentaire applicabilité aimer ya rien dire '
neutre, 'application essentiel fiable foi|fois être arriver vouloir consulter horaire train service être indisponible frustrer savoir pouvoir devenir incontournable personne prendre fiabilité être améliorer faire attendre '
bien, 'excellent explication travail clair '
mauvais, 'gros nul ya retard ligne '
mauvais, 'figer commentaire mise jour donnée rendre application inutile os type '
bien, 'super lit savoir train merci '
mauvais, 'commentaire être horaire bus correspondre temps réalité avoir causer multitude retard être déconseiller être organiser trajet voir arrêt falloir descendre être seul avantage '
mauvais, 'effort faire minute départ avoir voie lieu numéro voie '
bien, 'nouveau jour urgence merci nouveau amélioration gros horaire nouveau version grand nouveauté merci nouveau jour urgence obligatoire nouveau amélioration application être jour gros nouveau verser merci amélioration urgence merci grand nouveauté merci mettre place système information train arriver part gare mettre place système approche train départ train merci prendre compte demande '
bien, 'idéal dernier mise jour fonction rafraîchissement exister '
mauvais, 'horaire commentaire dernier application être inutilisable mise jour horaire train temps réel disparaître horaire être jour '
mauvais, 'dépasser lent commentaire dépasser changement onglet lent transition application être développer natif look manquer gare création trajet favori recherche trajet être pager nul '
neutre, 'doux déception commentaire bon hier répétitif absence suppression total train desservir gare être annoncer être sûr faux angoisser réel part venir espérer aller fonctionner début '
mauvais, 'approximatif tenir compte adresse exact nom rue envoyer milieu donner bon station contact mail indiquer approximation répondre avoir indiquer nom station '
mauvais, 'attention horaire être bon application donner bon horaire être bus samedi dimanche '
mauvais, 'horrible wax réception application être faire téléphone puce image même carte remettre ancien téléphone application fonctionner avoir merveille '
mauvais, 'mettre avoir jour afficher service être indisponible être '
neutre, 'avoir améliorer commentaire même appareil version fonctionner qualité vidéo autre époque régler résolution écran afficher version tablette problème '
bien, 'faire excellent qualité vidéo interface fluide demande disponible '
mauvais, 'stabilité fiable flux foi|fois '
mauvais, 'orange tablette problème avoir son image téléphone portable '
mauvais, 'impossible lancer application service indisponible erreur '
mauvais, 'commentaire manque précision rechercher longue présentation être correct être point '
mauvais, 'flux insuffisant commentaire nouveau version sympa qualité être pourrir fibre réception fond penser grand écran être '
mauvais, 'fonctionner orange souhaiter pouvoir regarder tablette vendre orange limite vol autre fournisseur proposer service fiable sujet '
bien, 'bon pratique fonctionner dernier pratiquer regarder télé importer importer aimer fait avoir période pouvoir avoir accès chaîne être payant aimer arriver nickel conseil abonné répéter pratique facile utilisation '
mauvais, 'mettre jour changement aller connexion lent chaîne avoir droit être indiquer programme chaîne être marquer indisponible honteux '
neutre, 'bon revanche marquer erreur qualité image être avoir revoir '
neutre, 'interface être commentaire application marche marcher avoir chargement commencer finir être rapide problème avoir dire fonctionner fau|faux avoir bon forfait '
mauvais, 'fonctionner venir acquérir tablette dernier surprendre orange fonctionner abonner sport impossible regarder tablette vif orange '
bien, 'trot cool trot cool '
mauvais, 'mauvais qualité image mettre étoile côté pratique image pourrir noter écran '
neutre, 'nouveau interface pratique fonctionner recherche nom être menu nouveau interface falloir retourner accueil pratiquer passer catégorie autre falloir faire retour joli présentation pratique '
mauvais, 'commentaire être pénible foi|fois toucher pouvoir écran même faire mettre télé changer chaîne bouquet avoir souscrire être disponible téléphone '
neutre, 'enregistrement commentaire falloir pouvoir accéder enregistrement décodeur avoir chaine dernier génération '
neutre, 'seul application orange valable être programme télécommande gestion enregistrement préférer application programme '
mauvais, 'avoir coter box marquer connexion service indisponible commencer avoir user pouvoir version os dernier bref oranger bouger merci '
mauvais, 'suite dernier message apparaître foi|fois lancer service être indisponible erreur application fonctionner être ancien abonner application maison fonctionner avoir croire entreprise arriver '
neutre, 'fluide joli dommage manquer compatibilité aller orange concurrent avoir passer cap '
bien, 'mise jour être intuitif rapide mini manquer orange '
bien, 'pratique être vouloir regarder télé salon conseil avoir monde '
mauvais, 'fonctionnel image plein écran estival indisponible message recevoir suivre|être abonner demande corriger urgence '
bien, 'bon mise jour commentaire petit coupure dommage '
mauvais, 'fonctionnement super fiable application fonctionner vouloir merci orange '
mauvais, 'commentaire suivre|être décevoir mise avoir jour pouvoir regarder aller avoir content '
mauvais, 'être titre live chaîne son terrible pouvoir être avoir image son suivre|être abonner faire couper mise jour avoir améliorer réparer urgence '
mauvais, 'commentaire impossible regarder télé nouveau message apparaître erreur technique chaîne apparaître réessayer|réessayer '
mauvais, 'mettre travail nouveau interface servir rien être pouvoir regarder télé être être projet avoir réunion prévu bruit couloir '
neutre, 'moyen temps autre lancement application impossible dernier sembler avoir simplifier avoir préférence côté imagé trouver intuitif application être devenir fade reconnaître patte vouloir neutre possible '
mauvais, 'nul pouvoir être super planter temps marcher midi service indisponible fonctionner image être saccader '
bien, 'marcher satisfaire avoir accès chaîne regarder habitude box '
bien, 'fonctionner amélioration faire falloir pouvoir supprimer programmation enregistrement distance '
bien, 'oranger adorer regarder télé téléphone tablette batterie casser '
mauvais, 'commentaire planter obscur raison support intérêt abonnement '
